TransactionID,CustomerID,TransactionDate,Amount,Category,DayOfWeek,Month,Hour,PriceRange
391,3723,2023-01-17 07:00:00,28.54,Electronics,1,1,7,Low
392,1958,2023-01-17 08:00:00,47.33,Health,1,1,8,Low
393,2946,2023-01-17 09:00:00,133.45,Electronics,1,1,9,Medium
394,4413,2023-01-17 10:00:00,456.37,Health,1,1,10,High
395,4539,2023-01-17 11:00:00,223.39,Groceries,1,1,11,Medium
396,3491,2023-01-17 12:00:00,498.31,Clothing,1,1,12,High
397,2536,2023-01-17 13:00:00,252.09,Groceries,1,1,13,Medium
398,1348,2023-01-17 14:00:00,97.39,Electronics,1,1,14,Low
399,2092,2023-01-17 15:00:00,357.39,Groceries,1,1,15,High
400,3321,2023-01-17 16:00:00,331.24,Electronics,1,1,16,High
401,3373,2023-01-17 17:00:00,348.84,Electronics,1,1,17,High
402,2307,2023-01-17 18:00:00,206.98,Electronics,1,1,18,Medium
403,3931,2023-01-17 19:00:00,474.25,Clothing,1,1,19,High
404,2280,2023-01-17 20:00:00,349.24,Electronics,1,1,20,High
405,4831,2023-01-17 21:00:00,82.63,Health,1,1,21,Low
406,1239,2023-01-17 22:00:00,138.14,Groceries,1,1,22,Medium
407,2030,2023-01-17 23:00:00,130.66,Electronics,1,1,23,Medium
408,4409,2023-01-18 00:00:00,275.04,Groceries,2,1,0,Medium
409,4140,2023-01-18 01:00:00,406.91,Health,2,1,1,High
410,1761,2023-01-18 02:00:00,305.52,Health,2,1,2,High
411,3356,2023-01-18 03:00:00,36.26,Electronics,2,1,3,Low
412,4939,2023-01-18 04:00:00,8.64,Groceries,2,1,4,Low
413,3359,2023-01-18 05:00:00,425.78,Clothing,2,1,5,High
414,4318,2023-01-18 06:00:00,333.08,Health,2,1,6,High
415,2662,2023-01-18 07:00:00,407.07,Electronics,2,1,7,High
416,4014,2023-01-18 08:00:00,145.18,Health,2,1,8,Medium
417,4345,2023-01-18 09:00:00,118.94,Electronics,2,1,9,Medium
418,1168,2023-01-18 10:00:00,43.99,Clothing,2,1,10,Low
419,3622,2023-01-18 11:00:00,133.86,Health,2,1,11,Medium
420,4790,2023-01-18 12:00:00,217.14,Health,2,1,12,Medium
421,2702,2023-01-18 13:00:00,339.23,Groceries,2,1,13,High
422,1908,2023-01-18 14:00:00,228.31,Health,2,1,14,Medium
423,2610,2023-01-18 15:00:00,213.24,Groceries,2,1,15,Medium
424,2749,2023-01-18 16:00:00,392.29,Health,2,1,16,High
425,4204,2023-01-18 17:00:00,383.27,Health,2,1,17,High
426,3058,2023-01-18 18:00:00,52.77,Health,2,1,18,Low
427,1694,2023-01-18 19:00:00,345.8,Electronics,2,1,19,High
428,4971,2023-01-18 20:00:00,116.3,Health,2,1,20,Medium
429,3476,2023-01-18 21:00:00,81.74,Groceries,2,1,21,Low
430,4955,2023-01-18 22:00:00,24.86,Electronics,2,1,22,Low
431,2219,2023-01-18 23:00:00,424.34,Electronics,2,1,23,High
432,1915,2023-01-19 00:00:00,475.82,Health,3,1,0,High
433,1595,2023-01-19 01:00:00,424.89,Health,3,1,1,High
434,1125,2023-01-19 02:00:00,447.27,Clothing,3,1,2,High
435,3693,2023-01-19 03:00:00,240.27,Electronics,3,1,3,Medium
436,4920,2023-01-19 04:00:00,58.45,Health,3,1,4,Low
437,3494,2023-01-19 05:00:00,224.69,Groceries,3,1,5,Medium
438,2567,2023-01-19 06:00:00,368.85,Electronics,3,1,6,High
439,4448,2023-01-19 07:00:00,485.87,Electronics,3,1,7,High
440,2440,2023-01-19 08:00:00,438.97,Electronics,3,1,8,High
441,1053,2023-01-19 09:00:00,44.22,Health,3,1,9,Low
442,2825,2023-01-19 10:00:00,17.88,Electronics,3,1,10,Low
443,2371,2023-01-19 11:00:00,202.47,Clothing,3,1,11,Medium
444,4155,2023-01-19 12:00:00,243.75,Health,3,1,12,Medium
445,2066,2023-01-19 13:00:00,204.63,Electronics,3,1,13,Medium
446,1215,2023-01-19 14:00:00,353.05,Electronics,3,1,14,High
447,4746,2023-01-19 15:00:00,205.45,Clothing,3,1,15,Medium
448,1635,2023-01-19 16:00:00,31.86,Health,3,1,16,Low
449,4788,2023-01-19 17:00:00,204.07,Health,3,1,17,Medium
450,3772,2023-01-19 18:00:00,303.58,Groceries,3,1,18,High
451,2567,2023-01-19 19:00:00,429.21,Clothing,3,1,19,High
452,4670,2023-01-19 20:00:00,340.53,Clothing,3,1,20,High
453,4283,2023-01-19 21:00:00,238.97,Groceries,3,1,21,Medium
454,1994,2023-01-19 22:00:00,286.78,Health,3,1,22,Medium
455,1059,2023-01-19 23:00:00,87.22,Clothing,3,1,23,Low
456,2278,2023-01-20 00:00:00,265.86,Electronics,4,1,0,Medium
457,4191,2023-01-20 01:00:00,393.02,Groceries,4,1,1,High
458,2283,2023-01-20 02:00:00,59.94,Clothing,4,1,2,Low
459,2960,2023-01-20 03:00:00,82.48,Electronics,4,1,3,Low
460,2184,2023-01-20 04:00:00,264.23,Groceries,4,1,4,Medium
461,2301,2023-01-20 05:00:00,426.66,Clothing,4,1,5,High
462,1102,2023-01-20 06:00:00,280.2,Groceries,4,1,6,Medium
463,1658,2023-01-20 07:00:00,34.04,Electronics,4,1,7,Low
464,2217,2023-01-20 08:00:00,219.25,Groceries,4,1,8,Medium
465,2881,2023-01-20 09:00:00,293.42,Health,4,1,9,Medium
466,2407,2023-01-20 10:00:00,487.78,Health,4,1,10,High
467,2931,2023-01-20 11:00:00,126.54,Groceries,4,1,11,Medium
468,1464,2023-01-20 12:00:00,15.82,Clothing,4,1,12,Low
469,4291,2023-01-20 13:00:00,150.37,Groceries,4,1,13,Medium
470,3189,2023-01-20 14:00:00,53.07,Electronics,4,1,14,Low
471,1833,2023-01-20 15:00:00,384.42,Clothing,4,1,15,High
472,3190,2023-01-20 16:00:00,442.18,Electronics,4,1,16,High
473,2737,2023-01-20 17:00:00,457.12,Health,4,1,17,High
474,1508,2023-01-20 18:00:00,111.86,Groceries,4,1,18,Medium
475,1166,2023-01-20 19:00:00,54.32,Clothing,4,1,19,Low
476,3541,2023-01-20 20:00:00,335.17,Clothing,4,1,20,High
477,2373,2023-01-20 21:00:00,70.62,Groceries,4,1,21,Low
478,1186,2023-01-20 22:00:00,329.41,Clothing,4,1,22,High
479,3434,2023-01-20 23:00:00,87.73,Electronics,4,1,23,Low
480,4145,2023-01-21 00:00:00,380.84,Health,5,1,0,High
481,4048,2023-01-21 01:00:00,159.53,Electronics,5,1,1,Medium
482,2021,2023-01-21 02:00:00,221.43,Electronics,5,1,2,Medium
483,2796,2023-01-21 03:00:00,211.96,Electronics,5,1,3,Medium
484,1671,2023-01-21 04:00:00,287.7,Health,5,1,4,Medium
485,3153,2023-01-21 05:00:00,130.53,Electronics,5,1,5,Medium
486,3456,2023-01-21 06:00:00,244.91,Electronics,5,1,6,Medium
487,1006,2023-01-21 07:00:00,48.39,Electronics,5,1,7,Low
488,1732,2023-01-21 08:00:00,405.37,Health,5,1,8,High
489,1940,2023-01-21 09:00:00,494.66,Health,5,1,9,High
490,2321,2023-01-21 10:00:00,37.21,Electronics,5,1,10,Low
491,2661,2023-01-21 11:00:00,13.72,Electronics,5,1,11,Low
492,4931,2023-01-21 12:00:00,372.66,Groceries,5,1,12,High
493,3327,2023-01-21 13:00:00,336.34,Health,5,1,13,High
494,1122,2023-01-21 14:00:00,209.04,Groceries,5,1,14,Medium
495,1197,2023-01-21 15:00:00,333.73,Health,5,1,15,High
496,1723,2023-01-21 16:00:00,9.68,Health,5,1,16,Low
497,4835,2023-01-21 17:00:00,5.36,Electronics,5,1,17,Low
498,1966,2023-01-21 18:00:00,213.91,Health,5,1,18,Medium
499,3070,2023-01-21 19:00:00,6.37,Electronics,5,1,19,Low
500,3749,2023-01-21 20:00:00,262.55,Groceries,5,1,20,Medium
501,2256,2023-01-21 21:00:00,30.81,Clothing,5,1,21,Low
502,3109,2023-01-21 22:00:00,222.69,Electronics,5,1,22,Medium
503,3694,2023-01-21 23:00:00,120.85,Clothing,5,1,23,Medium
504,3403,2023-01-22 00:00:00,232.03,Clothing,6,1,0,Medium
505,2719,2023-01-22 01:00:00,476.47,Electronics,6,1,1,High
506,4695,2023-01-22 02:00:00,404.33,Electronics,6,1,2,High
507,3170,2023-01-22 03:00:00,40.31,Clothing,6,1,3,Low
508,4661,2023-01-22 04:00:00,34.96,Health,6,1,4,Low
509,3580,2023-01-22 05:00:00,322.55,Electronics,6,1,5,High
510,4643,2023-01-22 06:00:00,94.59,Health,6,1,6,Low
511,2787,2023-01-22 07:00:00,342.32,Groceries,6,1,7,High
512,2302,2023-01-22 08:00:00,45.9,Electronics,6,1,8,Low
513,3473,2023-01-22 09:00:00,107.87,Clothing,6,1,9,Medium
514,2611,2023-01-22 10:00:00,24.36,Groceries,6,1,10,Low
515,4528,2023-01-22 11:00:00,331.09,Groceries,6,1,11,High
516,3228,2023-01-22 12:00:00,435.61,Electronics,6,1,12,High
517,3367,2023-01-22 13:00:00,115.97,Electronics,6,1,13,Medium
518,4344,2023-01-22 14:00:00,230.55,Groceries,6,1,14,Medium
519,3844,2023-01-22 15:00:00,154.67,Health,6,1,15,Medium
520,1813,2023-01-22 16:00:00,430.57,Groceries,6,1,16,High
521,1746,2023-01-22 17:00:00,382.86,Groceries,6,1,17,High
522,4633,2023-01-22 18:00:00,129.55,Electronics,6,1,18,Medium
523,3101,2023-01-22 19:00:00,67.34,Groceries,6,1,19,Low
524,1303,2023-01-22 20:00:00,236.67,Groceries,6,1,20,Medium
525,2264,2023-01-22 21:00:00,461.22,Groceries,6,1,21,High
526,2402,2023-01-22 22:00:00,350.35,Clothing,6,1,22,High
527,3820,2023-01-22 23:00:00,53.28,Health,6,1,23,Low
528,4440,2023-01-23 00:00:00,378.74,Electronics,0,1,0,High
529,3041,2023-01-23 01:00:00,271.96,Electronics,0,1,1,Medium
530,2314,2023-01-23 02:00:00,65.05,Health,0,1,2,Low
531,4783,2023-01-23 03:00:00,101.33,Groceries,0,1,3,Medium
532,2282,2023-01-23 04:00:00,58.97,Health,0,1,4,Low
533,2364,2023-01-23 05:00:00,145.75,Clothing,0,1,5,Medium
534,4603,2023-01-23 06:00:00,212.1,Groceries,0,1,6,Medium
535,1140,2023-01-23 07:00:00,444.37,Clothing,0,1,7,High
536,2434,2023-01-23 08:00:00,471.45,Electronics,0,1,8,High
537,4725,2023-01-23 09:00:00,82.55,Health,0,1,9,Low
538,3384,2023-01-23 10:00:00,55.47,Clothing,0,1,10,Low
539,3877,2023-01-23 11:00:00,205.41,Groceries,0,1,11,Medium
540,1782,2023-01-23 12:00:00,44.0,Clothing,0,1,12,Low
541,1287,2023-01-23 13:00:00,361.6,Clothing,0,1,13,High
542,4797,2023-01-23 14:00:00,310.65,Groceries,0,1,14,High
543,2853,2023-01-23 15:00:00,47.99,Electronics,0,1,15,Low
544,1266,2023-01-23 16:00:00,204.33,Electronics,0,1,16,Medium
545,2868,2023-01-23 17:00:00,36.91,Groceries,0,1,17,Low
546,4206,2023-01-23 18:00:00,200.13,Groceries,0,1,18,Medium
547,1694,2023-01-23 19:00:00,261.85,Health,0,1,19,Medium
548,1043,2023-01-23 20:00:00,446.92,Health,0,1,20,High
549,3355,2023-01-23 21:00:00,459.36,Clothing,0,1,21,High
550,1835,2023-01-23 22:00:00,26.52,Clothing,0,1,22,Low
551,3114,2023-01-23 23:00:00,136.07,Health,0,1,23,Medium
552,1736,2023-01-24 00:00:00,221.09,Clothing,1,1,0,Medium
553,2623,2023-01-24 01:00:00,268.99,Clothing,1,1,1,Medium
554,1735,2023-01-24 02:00:00,232.03,Health,1,1,2,Medium
555,4196,2023-01-24 03:00:00,176.04,Groceries,1,1,3,Medium
556,1265,2023-01-24 04:00:00,116.51,Health,1,1,4,Medium
557,1635,2023-01-24 05:00:00,138.77,Electronics,1,1,5,Medium
558,4637,2023-01-24 06:00:00,364.83,Health,1,1,6,High
559,3920,2023-01-24 07:00:00,177.9,Electronics,1,1,7,Medium
560,3283,2023-01-24 08:00:00,340.69,Groceries,1,1,8,High
561,1053,2023-01-24 09:00:00,276.81,Electronics,1,1,9,Medium
562,3876,2023-01-24 10:00:00,169.58,Groceries,1,1,10,Medium
563,4067,2023-01-24 11:00:00,491.8,Groceries,1,1,11,High
564,4421,2023-01-24 12:00:00,66.23,Clothing,1,1,12,Low
565,2625,2023-01-24 13:00:00,270.75,Electronics,1,1,13,Medium
566,4772,2023-01-24 14:00:00,485.72,Health,1,1,14,High
567,2393,2023-01-24 15:00:00,249.56,Clothing,1,1,15,Medium
568,3799,2023-01-24 16:00:00,420.32,Health,1,1,16,High
569,4682,2023-01-24 17:00:00,64.77,Clothing,1,1,17,Low
570,2107,2023-01-24 18:00:00,15.69,Electronics,1,1,18,Low
571,3493,2023-01-24 19:00:00,81.79,Clothing,1,1,19,Low
572,2923,2023-01-24 20:00:00,300.36,Clothing,1,1,20,High
573,1982,2023-01-24 21:00:00,124.6,Electronics,1,1,21,Medium
574,4223,2023-01-24 22:00:00,301.15,Clothing,1,1,22,High
575,2817,2023-01-24 23:00:00,225.36,Groceries,1,1,23,Medium
576,4690,2023-01-25 00:00:00,303.6,Health,2,1,0,High
577,2230,2023-01-25 01:00:00,149.3,Health,2,1,1,Medium
578,4687,2023-01-25 02:00:00,267.3,Health,2,1,2,Medium
579,2148,2023-01-25 03:00:00,43.75,Clothing,2,1,3,Low
580,4268,2023-01-25 04:00:00,264.15,Electronics,2,1,4,Medium
581,1504,2023-01-25 05:00:00,420.53,Electronics,2,1,5,High
582,1872,2023-01-25 06:00:00,362.8,Groceries,2,1,6,High
583,1052,2023-01-25 07:00:00,488.41,Health,2,1,7,High
584,1000,2023-01-25 08:00:00,365.62,Clothing,2,1,8,High
585,3840,2023-01-25 09:00:00,494.36,Health,2,1,9,High
586,4769,2023-01-25 10:00:00,373.58,Health,2,1,10,High
587,1397,2023-01-25 11:00:00,134.06,Health,2,1,11,Medium
588,2848,2023-01-25 12:00:00,288.61,Clothing,2,1,12,Medium
589,4906,2023-01-25 13:00:00,441.06,Clothing,2,1,13,High
590,3525,2023-01-25 14:00:00,184.76,Groceries,2,1,14,Medium
591,1079,2023-01-25 15:00:00,49.29,Electronics,2,1,15,Low
592,2163,2023-01-25 16:00:00,224.22,Groceries,2,1,16,Medium
593,2335,2023-01-25 17:00:00,132.22,Clothing,2,1,17,Medium
594,1329,2023-01-25 18:00:00,96.34,Clothing,2,1,18,Low
595,4632,2023-01-25 19:00:00,389.04,Clothing,2,1,19,High
596,4230,2023-01-25 20:00:00,224.44,Groceries,2,1,20,Medium
597,1041,2023-01-25 21:00:00,111.31,Clothing,2,1,21,Medium
598,4971,2023-01-25 22:00:00,264.79,Health,2,1,22,Medium
599,3228,2023-01-25 23:00:00,320.88,Groceries,2,1,23,High
600,1193,2023-01-26 00:00:00,65.41,Health,3,1,0,Low
601,1327,2023-01-26 01:00:00,307.52,Clothing,3,1,1,High
602,3864,2023-01-26 02:00:00,35.48,Groceries,3,1,2,Low
603,2460,2023-01-26 03:00:00,203.02,Clothing,3,1,3,Medium
604,4924,2023-01-26 04:00:00,395.73,Health,3,1,4,High
605,2761,2023-01-26 05:00:00,491.86,Clothing,3,1,5,High
606,2336,2023-01-26 06:00:00,14.61,Health,3,1,6,Low
607,3522,2023-01-26 07:00:00,60.71,Groceries,3,1,7,Low
608,1249,2023-01-26 08:00:00,189.87,Clothing,3,1,8,Medium
609,4388,2023-01-26 09:00:00,351.32,Health,3,1,9,High
610,4781,2023-01-26 10:00:00,27.73,Electronics,3,1,10,Low
611,4955,2023-01-26 11:00:00,416.31,Groceries,3,1,11,High
612,3869,2023-01-26 12:00:00,241.56,Health,3,1,12,Medium
613,1457,2023-01-26 13:00:00,43.92,Electronics,3,1,13,Low
614,3856,2023-01-26 14:00:00,336.06,Electronics,3,1,14,High
615,1512,2023-01-26 15:00:00,202.93,Health,3,1,15,Medium
616,1689,2023-01-26 16:00:00,88.97,Electronics,3,1,16,Low
617,3639,2023-01-26 17:00:00,115.11,Groceries,3,1,17,Medium
618,2647,2023-01-26 18:00:00,289.21,Health,3,1,18,Medium
619,3583,2023-01-26 19:00:00,248.21,Groceries,3,1,19,Medium
620,4124,2023-01-26 20:00:00,309.7,Clothing,3,1,20,High
621,4296,2023-01-26 21:00:00,238.67,Electronics,3,1,21,Medium
622,3821,2023-01-26 22:00:00,27.53,Electronics,3,1,22,Low
623,4118,2023-01-26 23:00:00,377.08,Health,3,1,23,High
624,3721,2023-01-27 00:00:00,470.15,Health,4,1,0,High
625,4108,2023-01-27 01:00:00,309.41,Electronics,4,1,1,High
626,2343,2023-01-27 02:00:00,73.19,Electronics,4,1,2,Low
627,1623,2023-01-27 03:00:00,150.78,Groceries,4,1,3,Medium
628,4061,2023-01-27 04:00:00,423.45,Electronics,4,1,4,High
629,2103,2023-01-27 05:00:00,160.19,Health,4,1,5,Medium
630,1679,2023-01-27 06:00:00,458.69,Electronics,4,1,6,High
631,3012,2023-01-27 07:00:00,216.08,Clothing,4,1,7,Medium
632,4894,2023-01-27 08:00:00,214.51,Electronics,4,1,8,Medium
633,1322,2023-01-27 09:00:00,169.59,Health,4,1,9,Medium
634,3097,2023-01-27 10:00:00,398.44,Health,4,1,10,High
635,3282,2023-01-27 11:00:00,29.51,Health,4,1,11,Low
636,2500,2023-01-27 12:00:00,311.64,Health,4,1,12,High
637,3591,2023-01-27 13:00:00,452.96,Groceries,4,1,13,High
638,3762,2023-01-27 14:00:00,178.25,Health,4,1,14,Medium
639,3063,2023-01-27 15:00:00,438.11,Clothing,4,1,15,High
640,4687,2023-01-27 16:00:00,466.39,Electronics,4,1,16,High
641,1186,2023-01-27 17:00:00,215.03,Electronics,4,1,17,Medium
642,1879,2023-01-27 18:00:00,246.12,Health,4,1,18,Medium
643,2591,2023-01-27 19:00:00,285.04,Electronics,4,1,19,Medium
644,2934,2023-01-27 20:00:00,105.07,Electronics,4,1,20,Medium
645,1829,2023-01-27 21:00:00,144.2,Health,4,1,21,Medium
646,1113,2023-01-27 22:00:00,382.97,Clothing,4,1,22,High
647,2703,2023-01-27 23:00:00,357.45,Groceries,4,1,23,High
648,4569,2023-01-28 00:00:00,234.47,Clothing,5,1,0,Medium
649,1066,2023-01-28 01:00:00,88.09,Health,5,1,1,Low
650,4665,2023-01-28 02:00:00,41.31,Clothing,5,1,2,Low
651,1999,2023-01-28 03:00:00,210.02,Electronics,5,1,3,Medium
652,4998,2023-01-28 04:00:00,167.3,Electronics,5,1,4,Medium
653,1437,2023-01-28 05:00:00,437.02,Electronics,5,1,5,High
654,3290,2023-01-28 06:00:00,200.06,Health,5,1,6,Medium
655,2406,2023-01-28 07:00:00,366.94,Clothing,5,1,7,High
656,2731,2023-01-28 08:00:00,132.63,Clothing,5,1,8,Medium
657,2648,2023-01-28 09:00:00,103.39,Groceries,5,1,9,Medium
658,1858,2023-01-28 10:00:00,255.18,Health,5,1,10,Medium
659,2168,2023-01-28 11:00:00,275.15,Electronics,5,1,11,Medium
660,4084,2023-01-28 12:00:00,51.61,Health,5,1,12,Low
661,3722,2023-01-28 13:00:00,9.78,Clothing,5,1,13,Low
662,1114,2023-01-28 14:00:00,321.55,Electronics,5,1,14,High
663,2307,2023-01-28 15:00:00,94.73,Electronics,5,1,15,Low
664,3446,2023-01-28 16:00:00,223.03,Health,5,1,16,Medium
665,1641,2023-01-28 17:00:00,472.02,Health,5,1,17,High
666,1628,2023-01-28 18:00:00,364.32,Groceries,5,1,18,High
667,1850,2023-01-28 19:00:00,44.46,Electronics,5,1,19,Low
668,1008,2023-01-28 20:00:00,245.49,Electronics,5,1,20,Medium
669,2410,2023-01-28 21:00:00,415.18,Health,5,1,21,High
670,2407,2023-01-28 22:00:00,215.78,Electronics,5,1,22,Medium
671,1489,2023-01-28 23:00:00,419.09,Groceries,5,1,23,High
672,4296,2023-01-29 00:00:00,437.36,Electronics,6,1,0,High
673,4075,2023-01-29 01:00:00,67.13,Clothing,6,1,1,Low
674,2619,2023-01-29 02:00:00,286.97,Clothing,6,1,2,Medium
675,4400,2023-01-29 03:00:00,240.14,Electronics,6,1,3,Medium
676,4677,2023-01-29 04:00:00,212.57,Health,6,1,4,Medium
677,1253,2023-01-29 05:00:00,200.66,Clothing,6,1,5,Medium
678,4588,2023-01-29 06:00:00,436.81,Health,6,1,6,High
679,4184,2023-01-29 07:00:00,385.05,Health,6,1,7,High
680,4897,2023-01-29 08:00:00,480.03,Clothing,6,1,8,High
681,3585,2023-01-29 09:00:00,130.46,Clothing,6,1,9,Medium
682,2474,2023-01-29 10:00:00,472.41,Clothing,6,1,10,High
683,1326,2023-01-29 11:00:00,487.36,Groceries,6,1,11,High
684,3168,2023-01-29 12:00:00,204.57,Electronics,6,1,12,Medium
685,2782,2023-01-29 13:00:00,172.2,Electronics,6,1,13,Medium
686,1109,2023-01-29 14:00:00,415.37,Groceries,6,1,14,High
687,2978,2023-01-29 15:00:00,424.94,Electronics,6,1,15,High
688,1323,2023-01-29 16:00:00,258.85,Health,6,1,16,Medium
689,3920,2023-01-29 17:00:00,128.92,Health,6,1,17,Medium
690,4821,2023-01-29 18:00:00,421.47,Health,6,1,18,High
691,2167,2023-01-29 19:00:00,67.98,Clothing,6,1,19,Low
692,3501,2023-01-29 20:00:00,388.46,Clothing,6,1,20,High
693,2558,2023-01-29 21:00:00,495.92,Health,6,1,21,High
694,2942,2023-01-29 22:00:00,247.87,Electronics,6,1,22,Medium
695,1605,2023-01-29 23:00:00,95.88,Electronics,6,1,23,Low
696,1063,2023-01-30 00:00:00,8.54,Clothing,0,1,0,Low
697,3230,2023-01-30 01:00:00,238.33,Groceries,0,1,1,Medium
698,4247,2023-01-30 02:00:00,188.37,Groceries,0,1,2,Medium
699,1614,2023-01-30 03:00:00,393.34,Electronics,0,1,3,High
700,4666,2023-01-30 04:00:00,235.57,Clothing,0,1,4,Medium
701,2543,2023-01-30 05:00:00,360.79,Health,0,1,5,High
702,2110,2023-01-30 06:00:00,460.6,Groceries,0,1,6,High
703,2747,2023-01-30 07:00:00,445.38,Health,0,1,7,High
704,2907,2023-01-30 08:00:00,389.53,Clothing,0,1,8,High
705,4269,2023-01-30 09:00:00,482.84,Groceries,0,1,9,High
706,1083,2023-01-30 10:00:00,411.45,Health,0,1,10,High
707,1451,2023-01-30 11:00:00,206.97,Electronics,0,1,11,Medium
708,2694,2023-01-30 12:00:00,111.26,Electronics,0,1,12,Medium
709,3514,2023-01-30 13:00:00,382.96,Groceries,0,1,13,High
710,3922,2023-01-30 14:00:00,436.27,Health,0,1,14,High
711,3620,2023-01-30 15:00:00,420.67,Health,0,1,15,High
712,4455,2023-01-30 16:00:00,415.46,Electronics,0,1,16,High
713,3512,2023-01-30 17:00:00,185.72,Clothing,0,1,17,Medium
714,3844,2023-01-30 18:00:00,134.51,Electronics,0,1,18,Medium
715,1068,2023-01-30 19:00:00,386.76,Groceries,0,1,19,High
716,2311,2023-01-30 20:00:00,343.5,Clothing,0,1,20,High
717,4053,2023-01-30 21:00:00,272.42,Clothing,0,1,21,Medium
718,3541,2023-01-30 22:00:00,407.15,Clothing,0,1,22,High
719,3353,2023-01-30 23:00:00,382.07,Groceries,0,1,23,High
720,2478,2023-01-31 00:00:00,180.46,Electronics,1,1,0,Medium
721,4134,2023-01-31 01:00:00,446.91,Clothing,1,1,1,High
722,3672,2023-01-31 02:00:00,57.46,Clothing,1,1,2,Low
723,1658,2023-01-31 03:00:00,366.47,Clothing,1,1,3,High
724,4158,2023-01-31 04:00:00,298.81,Health,1,1,4,Medium
725,3704,2023-01-31 05:00:00,391.71,Electronics,1,1,5,High
726,2169,2023-01-31 06:00:00,104.02,Clothing,1,1,6,Medium
727,4790,2023-01-31 07:00:00,250.57,Health,1,1,7,Medium
728,3448,2023-01-31 08:00:00,38.33,Clothing,1,1,8,Low
729,4734,2023-01-31 09:00:00,384.99,Health,1,1,9,High
730,3664,2023-01-31 10:00:00,358.32,Clothing,1,1,10,High
731,2253,2023-01-31 11:00:00,120.42,Health,1,1,11,Medium
732,2716,2023-01-31 12:00:00,209.84,Clothing,1,1,12,Medium
733,4410,2023-01-31 13:00:00,185.14,Health,1,1,13,Medium
734,4100,2023-01-31 14:00:00,487.6,Health,1,1,14,High
735,3603,2023-01-31 15:00:00,150.82,Clothing,1,1,15,Medium
736,1384,2023-01-31 16:00:00,348.78,Electronics,1,1,16,High
737,3611,2023-01-31 17:00:00,272.47,Electronics,1,1,17,Medium
738,3448,2023-01-31 18:00:00,193.13,Health,1,1,18,Medium
739,4577,2023-01-31 19:00:00,360.76,Electronics,1,1,19,High
740,3111,2023-01-31 20:00:00,83.07,Health,1,1,20,Low
741,1660,2023-01-31 21:00:00,246.29,Clothing,1,1,21,Medium
742,1033,2023-01-31 22:00:00,114.21,Health,1,1,22,Medium
743,3205,2023-01-31 23:00:00,324.69,Clothing,1,1,23,High
744,3351,2023-02-01 00:00:00,153.8,Clothing,2,2,0,Medium
745,2806,2023-02-01 01:00:00,152.02,Groceries,2,2,1,Medium
746,4932,2023-02-01 02:00:00,12.71,Groceries,2,2,2,Low
747,3329,2023-02-01 03:00:00,327.11,Clothing,2,2,3,High
748,1962,2023-02-01 04:00:00,469.8,Groceries,2,2,4,High
749,3047,2023-02-01 05:00:00,325.44,Groceries,2,2,5,High
750,2024,2023-02-01 06:00:00,335.46,Electronics,2,2,6,High
751,1492,2023-02-01 07:00:00,77.16,Health,2,2,7,Low
752,2439,2023-02-01 08:00:00,178.52,Electronics,2,2,8,Medium
753,1768,2023-02-01 09:00:00,487.31,Clothing,2,2,9,High
754,2786,2023-02-01 10:00:00,174.58,Groceries,2,2,10,Medium
755,4130,2023-02-01 11:00:00,335.59,Groceries,2,2,11,High
756,2230,2023-02-01 12:00:00,166.29,Electronics,2,2,12,Medium
757,2825,2023-02-01 13:00:00,219.58,Clothing,2,2,13,Medium
758,2353,2023-02-01 14:00:00,20.81,Groceries,2,2,14,Low
759,3735,2023-02-01 15:00:00,170.03,Electronics,2,2,15,Medium
760,1584,2023-02-01 16:00:00,289.98,Groceries,2,2,16,Medium
761,1107,2023-02-01 17:00:00,350.35,Electronics,2,2,17,High
762,1955,2023-02-01 18:00:00,393.78,Clothing,2,2,18,High
763,1894,2023-02-01 19:00:00,253.4,Clothing,2,2,19,Medium
764,1542,2023-02-01 20:00:00,499.63,Groceries,2,2,20,High
765,4720,2023-02-01 21:00:00,371.63,Electronics,2,2,21,High
766,4011,2023-02-01 22:00:00,113.61,Electronics,2,2,22,Medium
767,4712,2023-02-01 23:00:00,58.25,Electronics,2,2,23,Low
768,3647,2023-02-02 00:00:00,359.56,Electronics,3,2,0,High
769,2387,2023-02-02 01:00:00,448.05,Electronics,3,2,1,High
770,2492,2023-02-02 02:00:00,92.14,Electronics,3,2,2,Low
771,1175,2023-02-02 03:00:00,387.12,Groceries,3,2,3,High
772,1386,2023-02-02 04:00:00,127.33,Clothing,3,2,4,Medium
773,4494,2023-02-02 05:00:00,173.85,Clothing,3,2,5,Medium
774,2022,2023-02-02 06:00:00,106.52,Electronics,3,2,6,Medium
775,1872,2023-02-02 07:00:00,357.32,Groceries,3,2,7,High
776,2932,2023-02-02 08:00:00,433.31,Health,3,2,8,High
777,3350,2023-02-02 09:00:00,218.95,Groceries,3,2,9,Medium
778,2793,2023-02-02 10:00:00,136.25,Groceries,3,2,10,Medium
779,1510,2023-02-02 11:00:00,129.23,Health,3,2,11,Medium
780,2197,2023-02-02 12:00:00,20.31,Electronics,3,2,12,Low
781,4288,2023-02-02 13:00:00,368.74,Groceries,3,2,13,High
782,4294,2023-02-02 14:00:00,261.04,Health,3,2,14,Medium
783,3777,2023-02-02 15:00:00,407.06,Electronics,3,2,15,High
